,EnteroCount,FourDayRainTotal
2748,10.0,0.5
2749,52.0,1.1
2750,30.0,0.0
2751,20.0,
2752,,0.1
2753,,0.0
2754,41.0,1.1
2755,110.0,1.2
2756,,0.3
2757,,0.1
2758,10.0,0.3
2759,,1.1
2760,10.0,0.4
2761,,0.8
2762,,0.0
2763,,0.2
2764,,2.0
2765,10.0,0.0
2766,132.0,0.5
2767,27.0,0.0
2768,36.0,0.0
2769,41.0,0.0
2770,13.0,0.0
2771,8.0,0.0
2772,244.0,
2773,36.0,0.2
2774,92.0,
2775,1467.0,1.1
2776,11.0,0.1
2777,20.0,0.0
2778,1670.0,1.0
2779,,0.0
2780,74.0,0.2
2781,,0.5
2782,,1.0
2783,74.0,0.4
2784,,0.2
2785,84.0,0.3
2786,31.0,0.0
2787,10.0,0.5
2788,108.0,1.1
2789,10.0,0.0
2790,108.0,
2791,10.0,0.1
2792,,0.6
2793,30.0,0.0
2794,121.0,1.1
2795,816.0,1.2
2796,43.0,0.6
2797,41.0,0.3
2798,,0.1
2799,10.0,0.3
2800,41.0,1.1
2801,20.0,0.4
2802,10.0,0.8
2803,63.0,2.0
2804,31.0,0.8
2805,86.0,2.0
2806,52.0,0.6
2807,10.0,0.0
2808,10.0,0.0
2809,231.0,0.5
2810,,0.0
2811,10.0,0.0
2812,231.0,0.0
2813,2098.0,0.5
2814,52.0,0.4
2815,10.0,1.1
2816,20.0,0.3
2817,10.0,0.1
2818,10.0,0.3
2819,,0.0
2820,63.0,1.2
2821,52.0,1.1
2822,51.0,1.0
2823,262.0,0.0
2824,,0.1
2825,201.0,
2826,31.0,0.0
2827,794.0,1.1
2828,108.0,0.5
2829,52.0,0.3
2830,521.0,0.2
2831,20.0,1.9
2832,2987.0,0.4
2833,75.0,1.2
2834,109.0,0.5
2835,74.0,0.2
2836,723.0,0.0
2837,10.0,0.0
2838,10.0,0.6
2839,31.0,2.0
2840,31.0,0.8
2841,,0.8
2842,20.0,0.6
2843,,0.0
2844,35.0,1.1
2845,,0.0
2846,147.0,0.5
2847,15.0,0.6
2848,,1.0
2849,,0.0
2850,2.0,0.0
2851,105.0,1.0
2852,9.0,0.0
2853,5.0,0.0
2854,236.0,
2855,72.0,
2856,2.0,0.1
2857,,0.0
2858,41.0,0.0
2859,120.0,1.1
2860,,0.0
2861,200.0,
2862,20.0,0.0
2863,15.0,0.6
2864,20.0,1.0
2865,88.0,0.0
2866,79.0,0.4
2867,10.0,0.4
2868,,0.2
2869,,0.3
2870,62.0,2.3
2871,10.0,0.0
2872,272.0,0.5
2873,20.0,0.0
2874,135.0,0.0
2875,62.0,
2876,121.0,0.1
2877,1500.0,
2878,218.0,1.1
2879,110.0,1.2
2880,20.0,0.0
2881,,0.3
2882,86.0,0.3
2883,136.0,0.0
2884,,1.1
2885,18.0,0.0
2886,,0.8
2887,,0.6
2888,52.0,2.0
2889,1200.0,1.0
2890,139.0,0.7
2891,22.0,0.0
2892,1500.0,0.0
2893,99.0,0.0
2894,40.0,0.0
2895,46.0,0.0
2896,18.0,2.3
2897,72.0,
2898,41.0,0.8
2899,84.0,1.9
2900,30.0,0.6
2901,,0.5
2902,395.0,1.2
2903,,0.5
2904,41.0,0.2
2905,10.0,0.0
2906,31.0,1.0
2907,41.0,0.0
2908,201.0,0.0
2909,12.0,0.0
2910,,0.4
2911,8.0,0.0
2912,21.0,0.0
2913,83.0,0.0
2914,147.0,2.2
2915,305.0,1.9
2916,269.0,0.4
2917,824.0,0.7
2918,,0.1
2919,773.0,0.4
2920,,0.0
2921,20.0,0.5
2922,121.0,0.0
2923,1433.0,0.5
2924,340.0,0.7
2925,263.0,1.1
2926,10.0,0.0
2927,,0.2
2928,10.0,0.5
2929,20.0,0.5
2930,10.0,0.4
2931,,0.2
2932,10.0,0.3
2933,,0.0
2934,,0.5
2935,52.0,1.1
2936,41.0,0.0
2937,565.0,
2938,20.0,0.0
2939,,0.0
2940,448.0,1.1
2941,487.0,1.2
2942,10.0,0.0
2943,63.0,0.3
2944,,0.1
2945,,0.3
2946,10.0,1.1
2947,10.0,0.4
2948,,0.8
2949,20.0,0.6
2950,399.0,2.0
2951,85.0,0.8
2952,512.0,2.0
2953,20.0,0.6
2954,10.0,0.0
2955,30.0,0.1
2956,173.0,1.0
2957,,0.0
2958,,0.5
2959,10.0,0.6
2960,160.0,0.2
2961,10.0,1.0
2962,4.0,0.0
2963,19.0,0.0
2964,11.0,0.0
2965,16.0,0.0
2966,3.0,0.0
2967,356.0,
2968,310.0,
2969,25.0,0.1
2970,,0.0
2971,,0.0
2972,41.0,1.2
2973,26.0,0.5
2974,,0.3
2975,20.0,0.0
2976,86.0,0.5
2977,51.0,1.1
2978,41.0,0.0
2979,20.0,
2980,,0.1
2981,10.0,0.0
2982,74.0,1.1
2983,161.0,1.2
2984,,0.0
2985,,0.3
2986,,0.4
2987,20.0,0.3
2988,,1.1
2989,31.0,0.4
2990,20.0,0.8
2991,10.0,0.6
2992,,2.0
2993,,1.8
2994,10.0,0.4
2995,,0.8
2996,20.0,1.9
2997,10.0,0.6
2998,,0.0
2999,10.0,0.0
3000,,0.0
3001,,0.2
3002,,0.6
3003,10.0,0.5
3004,10.0,1.0
3005,2.0,0.0
3006,6.0,0.0
3007,1032.0,1.0
3008,1.0,0.0
3009,3.0,0.0
3010,205.0,
3011,143.0,
3012,30.0,1.1
3013,,0.1
3014,,0.0
3015,,0.5
3016,,0.1
3017,10.0,0.2
3018,,0.0
3019,10.0,1.0
3020,10.0,0.0
3021,5.0,0.6
3022,10.0,0.0
3023,20.0,0.0
3024,10.0,1.0
3025,10.0,0.0
3026,62.0,0.2
3027,31.0,0.5
3028,109.0,1.2
3029,80.0,0.5
3030,,0.2
3031,,0.3
3032,,0.0
3033,30.0,0.5
3034,74.0,1.1
3035,97.0,0.0
3036,10.0,1.0
3037,31.0,0.1
3038,,0.0
3039,272.0,1.1
3040,331.0,1.2
3041,,0.0
3042,,0.3
3043,,0.1
3044,10.0,0.3
3045,,1.1
3046,10.0,0.4
3047,,0.8
3048,,0.6
3049,20.0,2.0
3050,41.0,0.8
3051,63.0,1.9
3052,20.0,0.6
3053,,0.0
3054,,0.6
3055,,0.0
3056,,0.0
3057,,0.5
3058,62.0,
3059,10.0,0.4
3060,,0.0
3061,2.0,0.1
3062,135.0,1.1
3063,112.0,
3064,30.0,0.2
3065,344.0,
3066,4.0,0.0
3067,8.0,0.0
3068,1.0,0.0
3069,4.0,0.0
3070,1.0,0.0
3071,,1.0
3072,109.0,0.2
3073,,0.6
3074,187.0,0.5
3075,,0.0
3076,,0.0
3077,10.0,0.0
3078,10.0,0.6
3079,,2.0
3080,,0.8
3081,52.0,2.0
3082,,0.6
3083,,0.8
3084,10.0,1.1
3085,,0.3
3086,,0.1
3087,63.0,0.3
3088,,0.0
3089,275.0,1.2
3090,181.0,1.1
3091,,0.0
3092,10.0,0.4
3093,109.0,
3094,10.0,0.0
3095,84.0,1.1
3096,10.0,0.5
3097,,0.0
3098,30.0,0.3
3099,,0.2
3100,10.0,0.4
3101,63.0,0.5
3102,,0.5
3103,41.0,0.2
3104,,0.0
3105,221.0,1.0
3106,,0.0
3107,,0.1
3108,20.0,0.2
3109,10.0,
3110,10.0,0.6
3111,20.0,0.0
3112,10.0,0.0
3113,,0.2
3114,10.0,0.6
3115,20.0,0.5
3116,10.0,0.0
3117,,0.0
3118,,0.0
3119,20.0,0.6
3120,121.0,1.9
3121,31.0,0.8
3122,20.0,2.0
3123,,0.2
3124,,0.8
3125,41.0,0.4
3126,,1.1
3127,,0.3
3128,,0.1
3129,,0.3
3130,10.0,0.0
3131,231.0,1.2
3132,144.0,1.1
3133,41.0,1.0
3134,51.0,1.0
3135,,0.3
3136,20.0,0.5
3137,228.0,1.2
3138,52.0,0.5
3139,10.0,0.0
3140,,0.1
3141,20.0,0.4
3142,31.0,0.0
3143,74.0,1.1
3144,20.0,0.5
3145,51.0,0.0
3146,,0.0
3147,34.0,0.0
3148,315.0,1.9
3149,352.0,
3150,717.0,0.8
3151,1.0,0.0
3152,107.0,0.2
3153,1.0,0.1
3154,1500.0,1.1
3155,10.0,0.0
3156,,0.0
3157,,0.0
3158,10.0,0.0
3159,30.0,0.2
3160,20.0,0.5
3161,226.0,1.2
3162,2333.0,0.5
3163,20.0,0.4
3164,,0.2
3165,,0.3
3166,,0.0
3167,20.0,0.5
3168,2682.0,1.1
3169,,0.0
3170,2282.0,
3171,21.0,0.0
3172,,0.0
3173,323.0,1.1
3174,,1.2
3175,10.0,0.0
3176,,0.3
3177,,0.1
3178,,0.3
3179,,0.0
3180,,1.1
3181,560.0,1.0
3182,933.0,0.4
3183,10.0,0.2
3184,10.0,0.8
3185,,0.6
3186,63.0,2.0
3187,,0.0
3188,193.0,0.8
3189,107.0,2.8
3190,,2.0
3191,,0.6
3192,10.0,0.0
3193,1892.0,2.4
3194,,0.0
3195,,0.0
3196,1110.0,1.0
3197,,0.5
3198,81.0,0.6
3199,500.0,0.2
3200,41.0,1.0
3201,5.0,0.0
3202,10.0,0.1
3203,141.0,
3204,4.0,0.0
3205,,0.8
3206,,0.6
3207,10.0,2.0
3208,52.0,0.7
3209,31.0,2.0
3210,10.0,0.6
3211,10.0,0.0
3212,,0.0
3213,,0.0
3214,140.0,1.0
3215,90.0,0.5
3216,,0.6
3217,52.0,0.2
3218,,1.0
3219,1.0,0.0
3220,,0.2
3221,1.0,0.0
3222,6.0,0.0
3223,5.0,0.0
3224,109.0,0.8
3225,376.0,
3226,10.0,0.0
3227,,0.0
3228,199.0,1.0
3229,10.0,0.0
3230,10.0,0.2
3231,,0.5
3232,121.0,1.2
3233,31.0,0.5
3234,,0.4
3235,,0.2
3236,20.0,1.9
3237,10.0,0.0
3238,,0.5
3239,41.0,1.1
3240,20.0,0.0
3241,98.0,
3242,10.0,1.1
3243,,0.0
3244,,0.1
3245,,0.0
3246,160.0,1.1
3247,399.0,1.2
3248,,0.0
3249,31.0,0.3
3250,,0.1
3251,,0.3
3252,,0.3
3253,,0.4
3254,,0.0
3255,223.0,0.0
3256,8.0,0.1
3257,1500.0,1.1
3258,760.0,
3259,227.0,0.2
3260,894.0,
3261,1500.0,0.8
3262,123.0,0.0
3263,24.0,0.0
3264,296.0,0.0
3265,5.0,0.0
3266,341.0,1.0
3267,268.0,0.2
3268,159.0,0.6
3269,,0.5
3270,,1.0
3271,,0.0
3272,10.0,0.3
3273,,2.4
3274,10.0,0.0
3275,,0.6
3276,977.0,2.0
3277,30.0,0.0
3278,,2.8
3279,880.0,0.8
3280,,0.0
3281,,2.0
3282,98.0,0.6
3283,20.0,0.8
3284,20.0,0.2
3285,10.0,0.4
3286,,1.9
3287,93.0,1.1
3288,48.0,0.0
3289,30.0,0.1
3290,,0.3
3291,10.0,0.0
3292,,1.2
3293,1063.0,1.1
3294,,0.0
3295,10.0,0.1
3296,613.0,
3297,10.0,0.0
3298,2300.0,1.1
3299,146.0,0.5
3300,,0.0
3301,74.0,0.0
3302,414.0,0.3
3303,,1.0
3304,30.0,0.0
3305,41.0,0.2
3306,10.0,0.5
3307,1095.0,1.2
3308,446.0,0.5
3309,63.0,0.4
3310,,0.2
3311,,0.1
3312,,0.0
3313,20.0,0.2
3314,,0.5
3315,86.0,1.2
3316,41.0,0.5
3317,10.0,0.4
3318,,0.2
3319,,0.3
3320,,0.0
3321,,0.5
3322,116.0,1.1
3323,,0.0
3324,1.0,0.0
3325,20.0,
3326,,0.1
3327,10.0,0.0
3328,97.0,1.1
3329,134.0,1.2
3330,,0.0
3331,,0.0
3332,,0.3
3333,10.0,0.1
3334,,0.3
3335,20.0,1.1
3336,,0.8
3337,,0.6
3338,10.0,2.0
3339,20.0,0.7
3340,,0.0
3341,274.0,
3342,10.0,0.6
3343,,0.0
3344,,0.0
3345,,0.0
3346,5.0,0.5
3347,,0.6
3348,107.0,
3349,47.0,0.2
3350,20.0,1.0
3351,2.0,0.0
3352,,0.0
3353,1.0,1.0
3354,10.0,2.0
3355,52.0,1.0
3356,63.0,1.1
3357,,0.0
3358,52.0,1.9
3359,20.0,0.4
3360,10.0,0.0
3361,63.0,0.0
3362,41.0,0.0
3363,364.0,1.0
3364,,0.0
3365,20.0,0.2
3366,98.0,0.5
3367,,1.2
3368,259.0,0.5
3369,,0.4
3370,,0.2
3371,241.0,0.3
3372,10.0,0.0
3373,,0.5
3374,96.0,1.1
3375,41.0,0.0
3376,2603.0,
3377,1046.0,0.1
3378,,0.0
3379,,1.1
3380,,1.2
3381,,0.0
3382,,0.3
3383,63.0,0.0
3384,274.0,
3385,30.0,0.0
3386,,0.0
3387,160.0,2.3
3388,,0.5
3389,20.0,0.0
3390,,1.0
3391,,1.0
3392,,0.0
3393,35.0,0.0
3394,238.0,1.0
3395,6.0,0.0
3396,882.0,0.9
